text,newspaper,country,date,auhtor
"Indigenously developed social media app Elyments, which crossed over 1,00,000 downloads on Google Play Store within the first 24 hours of launch by Vice President Venkaiah Naidu, faced verification issues on Monday. Users reported the app didn't send them OTP required during the sign-up procedure despite several attempts. The app has been built by over 1,000 IT professionals from India.",inshort,india,2020-07-07,
"PM Narendra Modi on Saturday announced the ""Digital India AatmaNirbhar Bharat Innovate Challenge"" to identify Indian apps that are already in use and have the potential to become ""world-class"" apps. The challenge is being launched in eight categories such as social networking, entertainment, e-learning and gaming. For each broad category, the government has allocated the first prize of ₹20 lakh.",inshort,india,2020-07-07,
"Android malware 'FakeSpy' has reappeared nearly three years after being discovered in 2017 and is spreading worldwide, researchers at Cybereason Nocturnus warned. The attackers send victims an SMS, saying they missed a package delivery and provide the link to download an app masquerading as a postal service app. Once installed, the app can steal financial data and other private information.",inshort,india,2020-07-07,
"Privacy-focused search engine DuckDuckGo has said its services are now being broadly restored in India. This comes after it received user reports that the search engine was unreachable in the country from July 1, with some Indian Internet Service Providers (ISPs) appearing to be blocking it, as per reports. The US-based company confirmed the issue didn't occur from its end.",inshort,india,2020-07-07,
"The Confederation of All India Traders (CAIT) has urged the government to ban China's Huawei and ZTE Corporation from participating in 5G network rollout in India. The CAIT said that several countries have charged both the companies with a number of crimes including conspiracy, money laundering, bank and wire fraud. Banning companies will protect the privacy of Indians, CAIT added.",inshort,india,2020-07-07,
"Cybercriminals are tricking people into downloading a malicious app 'TikTok Pro' by sending download links on smartphones through SMS and WhatsApp in India. People from cities including Hyderabad and Bengaluru took to Twitter to share the messages they received. The app, with an icon similar to TikTok's icon, asks users for permissions such as camera and mic but doesn't function.",inshort,india,2020-07-07,
"Microsoft-owned LinkedIn was found copying the contents of an iOS device's clipboard, a user of iOS 14 Developer beta tweeted. The forthcoming iOS 14 notifies users when an app is pasting from the clipboard. LinkedIn's Engineering VP, Erran Berger, acknowledged the issue and said it doesn't store or transmit the clipboard contents. He said a fix will soon be released.",inshort,india,2020-07-07,
"Alibaba has fired Zhao Yan, the head of its live-streaming division Taobao Live, after he allegedly helped his girlfriend secure a job with a live-streaming company and accepted gifts from business partners. Yan also allegedly helped third-party live-streamers secure a contract with Taobao Live, according to an internal memo seen by Reuters. ",inshort,india,2020-07-07,
"An augmented reality (AR) mirror at a boutique in South Korea is helping customers with touchless cosmetics shopping. It takes a picture of the customer and analyses it to recommend products based on skin texture, and addresses any blemishes, wrinkles or dark circles. Customers found it helpful since they feel uncomfortable to test cosmetics due to COVID-19.",inshort,india,2020-07-07,
"Six of Canada's biggest banks have joined Facebook ads boycott campaign over hate speech. Royal Bank of Canada, Toronto-Dominion Bank, Bank of Nova Scotia, Bank of Montreal, National Bank of Canada and Canadian Imperial Bank of Commerce will be pausing advertising on Facebook platforms in July. Canada's Desjardins Group will also pause advertising in July ""barring any exceptional situations"".",inshort,india,2020-07-07,
"Traders' body CAIT has asked the government to let it present its views to the committee set up to probe data sharing practices of 59 apps banned by India. It said, like the app owners, it should be given an ""equal opportunity"" to present why the ban was ""necessary"". Earlier, the government had banned 59 apps which were mostly Chinese.",inshort,india,2020-07-07,
"Google has fixed the issue with Gmail spam filter that let promotional emails and spam to enter users' primary inbox, Android Police reported. Google said that while the issue went on, scans to filter malware, egregious spam and harmful content remained fully operational. It added features like link protections and download time security scans for inbox messages also stayed intact.",inshort,india,2020-07-07,
"UK's health minister said Huawei will have to follow some conditions for involvement in 5G network. ""I'm sure that National Security Council will look at those conditions and make the right decision, to make sure we have a secure telecoms infrastructure,"" he said. It was earlier reported that UK was looking to end the use of Huawei technology by 2021.
",inshort,india,2020-07-07,
"Researchers have presented a controller they say can help four-legged robots with line walking. They tested the capabilities of the controller in a simulation involving a 90 kilograms quadruped robot, having four centimetres diameter foot sphere, crossing a bridge having six centimetres width. The robot balanced on two feet while moving along the narrow line.",inshort,india,2020-07-07,
"Bangladesh has announced that it will bring content, advertising and revenue of social media platforms under government regulation, Information Minister Hasan Mahmud said. He said that the government is not getting tax revenue from business of OTT platforms like Netflix, YouTube, among others. He further said content on the platforms can destabilise society through rumours and communal riots.
",inshort,india,2020-07-07,
"French cybersecurity agency ANSSI's head Guillaume Poupard said that the country won't impose a complete ban on China's Huawei Technologies. ""(But) for operators that are not currently using Huawei, we are inciting them not to go for it,"" he said. Poupard said the choice was made to protect French independence and not as an act of hostility towards China.",inshort,india,2020-07-07,
"UK's call to let Huawei be involved in its 5G network at limited capacity is not ""fixed in stone"", culture minister Oliver Dowden said. The decision is being reviewed after US imposed sanctions on the company, he added. The imposition could have a ""significant impact on the reliability of Huawei equipment and whether we can use it safely,"" Dowden said.
",inshort,india,2020-07-07,
"Two Nigerian nationals Ramon Olorunwa Abbas and Olalekan Jacob Ponle, expelled from UAE, will face charges in the US for online fraud and money laundering worth millions of dollars. Abbas allegedly helped in planning to launder nearly $140 million from institutions and firms. Meanwhile, Ponle was allegedly involved in many fraud campaigns in 2019 worth ""tens of millions of dollars"".",inshort,india,2020-07-07,
"Apple has removed 4,500 mobile games from the Chinese App Store in three days, amid changes in the licence agreements. Developers and publishers will now require a proper government licence to release mobile games and apps on the App Store. China approves about 1,500 game licences every year which takes about six months to a year to be completed.
",inshort,india,2020-07-07,
"The government has chosen five startups to create a secure video conferencing platform for users. The startups are PeopleLink Unified Communications, Sarv Webs, Techgentsia Software Technologies, Instrive Softlabs and Soulpage IT Solutions. PeopleLink, Techgentsia and Sarv have been given ₹20 lakh and the two remaining startups have been given ₹15 lakh each to develop the product.",inshort,india,2020-07-07,
